qid,name,place_hint,wikipedia_url,sublists
Q5604087,Greenhaven Woodland Burial Ground,England,https://en.wikipedia.org/wiki/Greenhaven_Woodland_Burial_Ground,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q4923088,Blackley Cemetery,England,https://en.wikipedia.org/wiki/Blackley_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q6665815,Locksbrook Cemetery,England,https://en.wikipedia.org/wiki/Locksbrook_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q5645122,"Hamilton Road Cemetery, Deal",England,https://en.wikipedia.org/wiki/Hamilton_Road_Cemetery%2C_Deal,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q7568552,South Stoneham Cemetery,England,https://en.wikipedia.org/wiki/South_Stoneham_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q4975220,Brookwood American Cemetery and Memorial,England,https://en.wikipedia.org/wiki/Brookwood_American_Cemetery_and_Memorial,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q7107287,Osney Cemetery,England,https://en.wikipedia.org/wiki/Osney_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q8508910,Lye and Wollescote Cemetery,England,https://en.wikipedia.org/wiki/Lye_and_Wollescote_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q4957218,Brandwood End Cemetery,England,https://en.wikipedia.org/wiki/Brandwood_End_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q7980978,Welford Road Cemetery,England,https://en.wikipedia.org/wiki/Welford_Road_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q4868883,Bath Abbey Cemetery,England,https://en.wikipedia.org/wiki/Bath_Abbey_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q7300535,Reading Old Cemetery,England,https://en.wikipedia.org/wiki/Reading_Old_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q5773122,"Histon Road Cemetery, Cambridge",England,https://en.wikipedia.org/wiki/Histon_Road_Cemetery%2C_Cambridge,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q7594733,"St Michael's Cemetery, Sheffield",England,https://en.wikipedia.org/wiki/St_Michael's_Cemetery%2C_Sheffield,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q6185777,Jesmond Old Cemetery,England,https://en.wikipedia.org/wiki/Jesmond_Old_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q8032750,Woodhouse Cemetery,England,https://en.wikipedia.org/wiki/Woodhouse_Cemetery,List of cemeteries in England
Q6858406,"Mill Road Cemetery, Cambridge",England,https://en.wikipedia.org/wiki/Mill_Road_Cemetery%2C_Cambridge,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q7352504,Robin Hood Cemetery,England,https://en.wikipedia.org/wiki/Robin_Hood_Cemetery,List of cemeteries in England
Q7113781,Overleigh Cemetery,England,https://en.wikipedia.org/wiki/Overleigh_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q4691940,Agecroft Cemetery,England,https://en.wikipedia.org/wiki/Agecroft_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q6670714,London Road Cemetery,England|London,https://en.wikipedia.org/wiki/London_Road_Cemetery,"List of cemeteries in England|List of cemeteries in London|List of burials at Southern Cemetery, Manchester"
Q7969218,Wardsend Cemetery,England,https://en.wikipedia.org/wiki/Wardsend_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q13528970,Stoney Royd Cemetery,England,https://en.wikipedia.org/wiki/Stoney_Royd_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q13528963,Macclesfield Cemetery,England,https://en.wikipedia.org/wiki/Macclesfield_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q16903021,Weaste Cemetery,England,https://en.wikipedia.org/wiki/Weaste_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q18160859,Kent and Sussex Crematorium and Cemetery,England,https://en.wikipedia.org/wiki/Kent_and_Sussex_Crematorium_and_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q17512701,Hastings Cemetery,England,https://en.wikipedia.org/wiki/Hastings_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q18162319,Smallcombe Cemetery,England,https://en.wikipedia.org/wiki/Smallcombe_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q18708790,Thorncliffe Cemetery and Crematorium,England,https://en.wikipedia.org/wiki/Thorncliffe_Cemetery_and_Crematorium,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q19587068,Aldershot Cemetery,England,https://en.wikipedia.org/wiki/Aldershot_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q19587129,Boston Cemetery,England|Boston,https://en.wikipedia.org/wiki/Boston_Cemetery,"List of cemeteries in England|List of cemeteries in Boston|List of burials at Southern Cemetery, Manchester"
Q20712468,Westmill Woodland Burial Ground,England,https://en.wikipedia.org/wiki/Westmill_Woodland_Burial_Ground,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q20050677,Cambridge City Cemetery,England,https://en.wikipedia.org/wiki/Cambridge_City_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q20203076,Lowestoft Cemetery,England,https://en.wikipedia.org/wiki/Lowestoft_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q20709428,Darwen Cemetery,England,https://en.wikipedia.org/wiki/Darwen_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q20744009,Biggleswade Cemetery,England,https://en.wikipedia.org/wiki/Biggleswade_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q20744003,Baldock Cemetery,England,https://en.wikipedia.org/wiki/Baldock_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q21008590,Middleton Cemetery,England,https://en.wikipedia.org/wiki/Middleton_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q22004502,Hitchin Cemetery,England,https://en.wikipedia.org/wiki/Hitchin_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q22919979,"Wimborne Road Cemetery, Bournemouth",England,https://en.wikipedia.org/wiki/Wimborne_Road_Cemetery%2C_Bournemouth,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q22919829,"Earlham Road Cemetery, Norwich",England,https://en.wikipedia.org/wiki/Earlham_Road_Cemetery%2C_Norwich,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q22919851,Kirkley Cemetery,England,https://en.wikipedia.org/wiki/Kirkley_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q22919844,Hull General Cemetery,England,https://en.wikipedia.org/wiki/Hull_General_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q23034941,Hollybrook Cemetery,England,https://en.wikipedia.org/wiki/Hollybrook_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q28407604,Letchworth Cemetery,England,https://en.wikipedia.org/wiki/Letchworth_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q42851441,"East-the-Water Cemetery, Bideford",England,https://en.wikipedia.org/wiki/East-the-Water_Cemetery%2C_Bideford,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q42851479,Bideford Higher Cemetery,England,https://en.wikipedia.org/wiki/Bideford_Higher_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q45319251,Barnstaple Cemetery,England,https://en.wikipedia.org/wiki/Barnstaple_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q48806190,Tiverton Cemetery,England,https://en.wikipedia.org/wiki/Tiverton_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q48815062,Hoddesdon Cemetery,England,https://en.wikipedia.org/wiki/Hoddesdon_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q60788563,Ilfracombe Cemetery,England,https://en.wikipedia.org/wiki/Ilfracombe_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q59754515,Torquay Cemetery,England,https://en.wikipedia.org/wiki/Torquay_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q65096897,Harlow Hill Cemetery,England,https://en.wikipedia.org/wiki/Harlow_Hill_Cemetery,List of cemeteries in England
Q63241265,Eckington Cemetery,England,https://en.wikipedia.org/wiki/Eckington_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q109400538,"Intake Cemetery, Sheffield",England,https://en.wikipedia.org/wiki/Intake_Cemetery%2C_Sheffield,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q85815090,West Street Cemetery,England,https://en.wikipedia.org/wiki/West_Street_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q65739224,"Church Cemetery, Nottingham",England,https://en.wikipedia.org/wiki/Church_Cemetery%2C_Nottingham,List of cemeteries in England
Q85764516,"Green Lane Cemetery, Farnham",England,https://en.wikipedia.org/wiki/Green_Lane_Cemetery%2C_Farnham,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q96412864,"Upper Hale Cemetery, Farnham",England,https://en.wikipedia.org/wiki/Upper_Hale_Cemetery%2C_Farnham,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q107410634,St Germain's Churchyard,England,https://en.wikipedia.org/wiki/St_Germain's_Churchyard,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q105222093,"Ash Cemetery, Surrey",England,https://en.wikipedia.org/wiki/Ash_Cemetery%2C_Surrey,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q105616650,"Townsend Cemetery, Crewkerne",England,https://en.wikipedia.org/wiki/Townsend_Cemetery%2C_Crewkerne,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q107630331,"Bouncer's Lane Cemetery, Cheltenham",England,https://en.wikipedia.org/wiki/Bouncer's_Lane_Cemetery%2C_Cheltenham,List of cemeteries in England
Q107920211,Lyme Regis Cemetery,England,https://en.wikipedia.org/wiki/Lyme_Regis_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q113484908,Margate Cemetery,England,https://en.wikipedia.org/wiki/Margate_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q113557373,Magdalen Hill Cemetery,England,https://en.wikipedia.org/wiki/Magdalen_Hill_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q63306036,Beckett Street Cemetery,England,https://en.wikipedia.org/wiki/Beckett_Street_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q109442898,Nottingham Road Cemetery,England,https://en.wikipedia.org/wiki/Nottingham_Road_Cemetery,List of cemeteries in England
Q111597983,Bournemouth East Cemetery,England,https://en.wikipedia.org/wiki/Bournemouth_East_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q116692800,Bournemouth North Cemetery and Bournemouth Crematorium,England,https://en.wikipedia.org/wiki/Bournemouth_North_Cemetery_and_Bournemouth_Crematorium,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q116291417,Kinson Cemetery,England,https://en.wikipedia.org/wiki/Kinson_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q119702718,Louth Cemetery,England,https://en.wikipedia.org/wiki/Louth_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q113609377,"West Hill Cemetery, Winchester",England,https://en.wikipedia.org/wiki/West_Hill_Cemetery%2C_Winchester,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q125966134,Glastonbury Cemetery,England,https://en.wikipedia.org/wiki/Glastonbury_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q129322486,Laceby Cemetery,England,https://en.wikipedia.org/wiki/Laceby_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q137564125,Whitby Cemetery,England,https://en.wikipedia.org/wiki/Whitby_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q63306144,Hunslet Cemetery,England,https://en.wikipedia.org/wiki/Hunslet_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q136312863,"Scartho Road Cemetery, Grimsby",England,https://en.wikipedia.org/wiki/Scartho_Road_Cemetery%2C_Grimsby,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q109418291,"Woodhouse Cemetery, Sheffield",England,https://en.wikipedia.org/wiki/Woodhouse_Cemetery%2C_Sheffield,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q104878065,Abbey Lane Cemetery,England,https://en.wikipedia.org/wiki/Abbey_Lane_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q108171177,Rake Lane Cemetery,England,https://en.wikipedia.org/wiki/Rake_Lane_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q123244656,Reading Crematorium and Henley Road Cemetery,England,https://en.wikipedia.org/wiki/Reading_Crematorium_and_Henley_Road_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q140079001,Duke Street Cemetery,England,https://en.wikipedia.org/wiki/Duke_Street_Cemetery,"List of cemeteries in England|List of burials at Southern Cemetery, Manchester"
Q1999252,Rookwood Cemetery,Australia,https://en.wikipedia.org/wiki/Rookwood_Cemetery,List of cemeteries in Australia|List of national cemeteries
Q2972578,Waverley Cemetery,Australia,https://en.wikipedia.org/wiki/Waverley_Cemetery,List of cemeteries in Australia
Q2343433,Melbourne General Cemetery,Australia,https://en.wikipedia.org/wiki/Melbourne_General_Cemetery,List of cemeteries in Australia|List of national cemeteries
Q3193585,Karrakatta Cemetery,Australia,https://en.wikipedia.org/wiki/Karrakatta_Cemetery,List of cemeteries in Australia
Q5059197,Centennial Park Cemetery,Australia,https://en.wikipedia.org/wiki/Centennial_Park_Cemetery,List of cemeteries in Australia
Q5267881,Devonshire Street Cemetery,Australia,https://en.wikipedia.org/wiki/Devonshire_Street_Cemetery,List of cemeteries in Australia
Q7824339,Toowong Cemetery,Australia,https://en.wikipedia.org/wiki/Toowong_Cemetery,List of cemeteries in Australia
Q4946285,Boroondara General Cemetery,Australia,https://en.wikipedia.org/wiki/Boroondara_General_Cemetery,List of cemeteries in Australia
Q5501472,Fremantle Cemetery,Australia,https://en.wikipedia.org/wiki/Fremantle_Cemetery,List of cemeteries in Australia
Q5438753,Fawkner Crematorium and Memorial Park,Australia,https://en.wikipedia.org/wiki/Fawkner_Crematorium_and_Memorial_Park,List of cemeteries in Australia
Q7581222,Springvale Botanical Cemetery,Australia,https://en.wikipedia.org/wiki/Springvale_Botanical_Cemetery,List of cemeteries in Australia
Q5329138,East Perth Cemeteries,Australia,https://en.wikipedia.org/wiki/East_Perth_Cemeteries,List of cemeteries in Australia
Q5330507,Eastern Suburbs Memorial Park,Australia,https://en.wikipedia.org/wiki/Eastern_Suburbs_Memorial_Park,List of cemeteries in Australia
Q5028318,Camperdown Cemetery,Australia,https://en.wikipedia.org/wiki/Camperdown_Cemetery,List of cemeteries in Australia
Q7986644,West Terrace Cemetery,Australia,https://en.wikipedia.org/wiki/West_Terrace_Cemetery,List of cemeteries in Australia
Q7056538,North Road Cemetery,Australia,https://en.wikipedia.org/wiki/North_Road_Cemetery,List of cemeteries in Australia
Q5586112,Gore Hill Cemetery,Australia,https://en.wikipedia.org/wiki/Gore_Hill_Cemetery,List of cemeteries in Australia
Q7959532,Wagga Wagga War Cemetery,Australia,https://en.wikipedia.org/wiki/Wagga_Wagga_War_Cemetery,List of cemeteries in Australia
Q7069790,Nundah Cemetery,Australia,https://en.wikipedia.org/wiki/Nundah_Cemetery,List of cemeteries in Australia
Q8028999,Woden Cemetery,Australia,https://en.wikipedia.org/wiki/Woden_Cemetery,List of cemeteries in Australia
Q19879396,St Kilda Cemetery,Australia,https://en.wikipedia.org/wiki/St_Kilda_Cemetery,List of cemeteries in Australia
Q4951528,Box Hill Cemetery,Australia,https://en.wikipedia.org/wiki/Box_Hill_Cemetery,List of cemeteries in Australia
Q4967614,Brighton General Cemetery,Australia,https://en.wikipedia.org/wiki/Brighton_General_Cemetery,List of cemeteries in Australia
Q7566408,South Brisbane Cemetery,Australia,https://en.wikipedia.org/wiki/South_Brisbane_Cemetery,List of cemeteries in Australia
Q5139019,Coburg Cemetery,Australia,https://en.wikipedia.org/wiki/Coburg_Cemetery,List of cemeteries in Australia
Q6842316,Midland Cemetery,Australia,https://en.wikipedia.org/wiki/Midland_Cemetery,List of cemeteries in Australia
Q5618595,Gundaroo Catholic Pioneer Cemetery,Australia,https://en.wikipedia.org/wiki/Gundaroo_Catholic_Pioneer_Cemetery,List of cemeteries in Australia
Q5615794,"Guildford Cemetery, Western Australia",Australia,https://en.wikipedia.org/wiki/Guildford_Cemetery%2C_Western_Australia,List of cemeteries in Australia
Q6706001,Lutwyche Cemetery,Australia,https://en.wikipedia.org/wiki/Lutwyche_Cemetery,List of cemeteries in Australia
Q5625140,Gympie Cemetery,Australia,https://en.wikipedia.org/wiki/Gympie_Cemetery,List of cemeteries in Australia
Q4852382,"Balmoral Cemetery, Brisbane",Australia,https://en.wikipedia.org/wiki/Balmoral_Cemetery%2C_Brisbane,List of cemeteries in Australia
Q17021105,Penguin General Cemetery,Australia,https://en.wikipedia.org/wiki/Penguin_General_Cemetery,List of cemeteries in Australia
Q16934443,Old Sydney Burial Ground,Australia,https://en.wikipedia.org/wiki/Old_Sydney_Burial_Ground,List of cemeteries in Australia
Q17001172,Balmain Cemetery,Australia,https://en.wikipedia.org/wiki/Balmain_Cemetery,List of cemeteries in Australia
Q16977149,"Pinnaroo Cemetery and Crematorium, Brisbane",Australia,https://en.wikipedia.org/wiki/Pinnaroo_Cemetery_and_Crematorium%2C_Brisbane,List of cemeteries in Australia
Q17055657,St Thomas Rest Park,Australia,https://en.wikipedia.org/wiki/St_Thomas_Rest_Park,List of cemeteries in Australia
Q16895471,Mount Thompson Crematorium,Australia,https://en.wikipedia.org/wiki/Mount_Thompson_Crematorium,List of cemeteries in Australia
Q17025013,"St Andrew's Graveyard, Brighton",Australia,https://en.wikipedia.org/wiki/St_Andrew's_Graveyard%2C_Brighton,List of cemeteries in Australia
Q18330926,Drayton and Toowoomba Cemetery,Australia,https://en.wikipedia.org/wiki/Drayton_and_Toowoomba_Cemetery,List of cemeteries in Australia
Q19605679,Nudgee Cemetery & Crematorium,Australia,https://en.wikipedia.org/wiki/Nudgee_Cemetery_%26_Crematorium,List of cemeteries in Australia
Q22919835,Francis Lookout,Australia,https://en.wikipedia.org/wiki/Francis_Lookout,List of cemeteries in Australia
Q19874633,Ipswich General Cemetery,Australia,https://en.wikipedia.org/wiki/Ipswich_General_Cemetery,List of cemeteries in Australia
Q18922790,Burwood Cemetery,Australia,https://en.wikipedia.org/wiki/Burwood_Cemetery,List of cemeteries in Australia
Q19460357,Ballaarat New Cemetery,Australia,https://en.wikipedia.org/wiki/Ballaarat_New_Cemetery,List of cemeteries in Australia
Q19460358,Ballaarat Old Cemetery,Australia,https://en.wikipedia.org/wiki/Ballaarat_Old_Cemetery,List of cemeteries in Australia
Q22919972,Warracknabeal Cemetery,Australia,https://en.wikipedia.org/wiki/Warracknabeal_Cemetery,List of cemeteries in Australia
Q19461932,Geelong Eastern Cemetery,Australia,https://en.wikipedia.org/wiki/Geelong_Eastern_Cemetery,List of cemeteries in Australia
Q19873387,First Brisbane Burial Ground,Australia,https://en.wikipedia.org/wiki/First_Brisbane_Burial_Ground,List of cemeteries in Australia
Q19876344,North Brisbane Burial Ground,Australia,https://en.wikipedia.org/wiki/North_Brisbane_Burial_Ground,List of cemeteries in Australia
Q19871959,Carbrook Lutheran Cemetery,Australia,https://en.wikipedia.org/wiki/Carbrook_Lutheran_Cemetery,List of cemeteries in Australia
Q19874947,Kingston Pioneer Cemetery,Australia,https://en.wikipedia.org/wiki/Kingston_Pioneer_Cemetery,List of cemeteries in Australia
Q19872323,Cleveland Pioneer Cemetery,Australia,https://en.wikipedia.org/wiki/Cleveland_Pioneer_Cemetery,List of cemeteries in Australia
Q19872817,Dunwich Cemetery,Australia,https://en.wikipedia.org/wiki/Dunwich_Cemetery,List of cemeteries in Australia
Q19872724,Darwin Pioneer Cemetery,Australia,https://en.wikipedia.org/wiki/Darwin_Pioneer_Cemetery,List of cemeteries in Australia
Q20312290,Allora Cemetery,Australia,https://en.wikipedia.org/wiki/Allora_Cemetery,List of cemeteries in Australia
Q20088188,Warwick General Cemetery,Australia,https://en.wikipedia.org/wiki/Warwick_General_Cemetery,List of cemeteries in Australia
Q22919910,"Memorial Park Cemetery (Albany, Western Australia)",Australia,https://en.wikipedia.org/wiki/Memorial_Park_Cemetery_(Albany%2C_Western_Australia),List of cemeteries in Australia
Q21943458,Isle of the Dead (Tasmania),Australia,https://en.wikipedia.org/wiki/Isle_of_the_Dead_(Tasmania),List of cemeteries in Australia
Q22919953,South Rockhampton Cemetery,Australia,https://en.wikipedia.org/wiki/South_Rockhampton_Cemetery,List of cemeteries in Australia
Q22919903,Maryborough Cemetery,Australia,https://en.wikipedia.org/wiki/Maryborough_Cemetery,List of cemeteries in Australia
Q22919849,Joskeleigh Cemetery,Australia,https://en.wikipedia.org/wiki/Joskeleigh_Cemetery,List of cemeteries in Australia
Q22919899,Mackay General Cemetery,Australia,https://en.wikipedia.org/wiki/Mackay_General_Cemetery,List of cemeteries in Australia
Q22919834,Flemington Road Cemetery,Australia,https://en.wikipedia.org/wiki/Flemington_Road_Cemetery,List of cemeteries in Australia
Q22919825,"Collinsville Cemetery, Queensland",Australia,https://en.wikipedia.org/wiki/Collinsville_Cemetery%2C_Queensland,List of cemeteries in Australia
Q22919975,West End Cemetery,Australia,https://en.wikipedia.org/wiki/West_End_Cemetery,List of cemeteries in Australia
Q22919907,McLeod Street Pioneer Cemetery,Australia,https://en.wikipedia.org/wiki/McLeod_Street_Pioneer_Cemetery,List of cemeteries in Australia
Q22919820,Castlemaine Cemetery,Australia,https://en.wikipedia.org/wiki/Castlemaine_Cemetery,List of cemeteries in Australia
Q23073980,God's Acre Cemetery,Australia,https://en.wikipedia.org/wiki/God's_Acre_Cemetery,List of cemeteries in Australia
Q24190200,Garners Beach Burial Ground,Australia,https://en.wikipedia.org/wiki/Garners_Beach_Burial_Ground,List of cemeteries in Australia
Q24998019,Cooktown Cemetery,Australia,https://en.wikipedia.org/wiki/Cooktown_Cemetery,List of cemeteries in Australia
Q24885527,Cressbrook Cemetery,Australia,https://en.wikipedia.org/wiki/Cressbrook_Cemetery,List of cemeteries in Australia
Q24998046,Tabletop Cemetery,Australia,https://en.wikipedia.org/wiki/Tabletop_Cemetery,List of cemeteries in Australia
Q25231241,Old Croydon Cemetery,Australia,https://en.wikipedia.org/wiki/Old_Croydon_Cemetery,List of cemeteries in Australia
Q25231273,"Croydon Cemetery, Queensland",Australia,https://en.wikipedia.org/wiki/Croydon_Cemetery%2C_Queensland,List of cemeteries in Australia
Q25231274,Station Creek Cemetery,Australia,https://en.wikipedia.org/wiki/Station_Creek_Cemetery,List of cemeteries in Australia
Q26256317,Thursday Island Cemetery,Australia,https://en.wikipedia.org/wiki/Thursday_Island_Cemetery,List of cemeteries in Australia
Q28220042,Pinegrove Memorial Park,Australia,https://en.wikipedia.org/wiki/Pinegrove_Memorial_Park,List of cemeteries in Australia
Q28943000,Kadina Cemetery,Australia,https://en.wikipedia.org/wiki/Kadina_Cemetery,List of cemeteries in Australia
Q28943057,Macquarie Park Cemetery and Crematorium,Australia,https://en.wikipedia.org/wiki/Macquarie_Park_Cemetery_and_Crematorium,List of cemeteries in Australia
Q30611736,Cheltenham Cemetery (South Australia),Australia|Idaho,https://en.wikipedia.org/wiki/Cheltenham_Cemetery_(South_Australia),List of cemeteries in Australia|List of cemeteries in Idaho
Q38250588,Kenwick Pioneer Cemetery,Australia,https://en.wikipedia.org/wiki/Kenwick_Pioneer_Cemetery,List of cemeteries in Australia
Q38250590,Parkerville Children's Home bush cemetery,Australia,https://en.wikipedia.org/wiki/Parkerville_Children's_Home_bush_cemetery,List of cemeteries in Australia
Q38250775,Wooroloo Sanatorium and cemetery,Australia,https://en.wikipedia.org/wiki/Wooroloo_Sanatorium_and_cemetery,List of cemeteries in Australia
Q38250776,Mundaring Cemetery,Australia,https://en.wikipedia.org/wiki/Mundaring_Cemetery,List of cemeteries in Australia
Q39056798,Sandgate Cemetery,Australia,https://en.wikipedia.org/wiki/Sandgate_Cemetery,List of cemeteries in Australia
Q48779318,Altona Memorial Park,Australia,https://en.wikipedia.org/wiki/Altona_Memorial_Park,List of cemeteries in Australia
Q45024412,Moonta Cemetery,Australia,https://en.wikipedia.org/wiki/Moonta_Cemetery,List of cemeteries in Australia
Q45024413,Payneham Cemetery,Australia,https://en.wikipedia.org/wiki/Payneham_Cemetery,List of cemeteries in Australia
Q45024415,Mitcham Cemetery,Australia,https://en.wikipedia.org/wiki/Mitcham_Cemetery,List of cemeteries in Australia
Q45024419,Hindmarsh Cemetery,Australia,https://en.wikipedia.org/wiki/Hindmarsh_Cemetery,List of cemeteries in Australia
Q48814515,"St Patrick's Cemetery, North Parramatta",Australia,https://en.wikipedia.org/wiki/St_Patrick's_Cemetery%2C_North_Parramatta,List of cemeteries in Australia
Q30230000,Gungahlin Cemetery,Australia,https://en.wikipedia.org/wiki/Gungahlin_Cemetery,List of cemeteries in Australia
Q48815723,Hall Cemetery,Australia,https://en.wikipedia.org/wiki/Hall_Cemetery,List of cemeteries in Australia
Q50406969,Mornington Cemetery,Australia,https://en.wikipedia.org/wiki/Mornington_Cemetery,List of cemeteries in Australia
Q55637677,Willaston General Cemetery,Australia,https://en.wikipedia.org/wiki/Willaston_General_Cemetery,List of cemeteries in Australia
Q55630598,Proserpine Cemetery,Australia,https://en.wikipedia.org/wiki/Proserpine_Cemetery,List of cemeteries in Australia
Q55633569,South Head General Cemetery,Australia,https://en.wikipedia.org/wiki/South_Head_General_Cemetery,List of cemeteries in Australia
Q56049410,Maitland Jewish Cemetery,Australia,https://en.wikipedia.org/wiki/Maitland_Jewish_Cemetery,List of cemeteries in Australia
Q48814618,"St John's Cemetery, Parramatta",Australia,https://en.wikipedia.org/wiki/St_John's_Cemetery%2C_Parramatta,List of cemeteries in Australia
Q41305443,Cornelian Bay Cemetery,Australia,https://en.wikipedia.org/wiki/Cornelian_Bay_Cemetery,List of cemeteries in Australia
Q60752975,Geelong Western Cemetery,Australia,https://en.wikipedia.org/wiki/Geelong_Western_Cemetery,List of cemeteries in Australia
Q60773764,Dudley Park Cemetery,Australia,https://en.wikipedia.org/wiki/Dudley_Park_Cemetery,List of cemeteries in Australia
Q65071208,Home Island Cemetery,Australia,https://en.wikipedia.org/wiki/Home_Island_Cemetery,List of cemeteries in Australia
Q38160721,Adelaide River War Cemetery,Australia,https://en.wikipedia.org/wiki/Adelaide_River_War_Cemetery,List of cemeteries in Australia
Q104864496,North Brighton Cemetery,Australia,https://en.wikipedia.org/wiki/North_Brighton_Cemetery,List of cemeteries in Australia
Q115516595,Preston Cemetery,Australia,https://en.wikipedia.org/wiki/Preston_Cemetery,List of cemeteries in Australia
Q28147798,Williamstown Cemetery,Australia,https://en.wikipedia.org/wiki/Williamstown_Cemetery,List of cemeteries in Australia
